,time,x,y,theta,v,omega,x_force,y_force,z_force,x_torque,y_torque,z_torque
0,3.28,0,0.627,0.0664,0.00,0.000,0.6082,-0.1533,0.6860,0.0687,-0.0245,-0.0201
1,3.38,0,0.627,0.0704,-0.00,-0.041,-0.3801,-0.0766,1.2195,0.0535,-0.0445,-0.0031
2,3.47,0,0.628,0.0647,-0.00,0.060,0.3041,-0.0766,-0.0762,0.1680,-0.1012,0.0309
3,3.58,0,0.628,0.0668,-0.00,-0.019,-1.1403,1.0730,0.0762,0.3788,-0.0644,0.0170
4,3.68,0,0.629,0.0663,-0.01,0.005,-0.1520,2.5291,-2.2866,0.6996,0.0215,0.0588
5,3.78,0,0.630,0.0659,-0.01,0.004,-0.1520,1.3029,-4.1159,1.1364,0.1119,0.0387
6,3.87,0,0.630,0.0612,-0.01,0.047,-0.6082,2.5291,-6.0976,1.6679,0.1962,0.1871
7,3.97,0,0.630,0.0624,-0.00,-0.013,-0.1520,2.6824,-7.2409,1.9933,0.2284,0.1964
8,4.06,0,0.631,0.0676,-0.00,-0.053,0.1520,3.7554,-7.8506,2.2438,0.3020,0.2118
9,4.16,0,0.631,0.0670,-0.01,0.005,0.4561,2.6058,-8.4604,2.3431,0.3280,0.2180
10,4.27,0,0.632,0.0685,-0.01,-0.013,0.0000,2.2992,-9.4512,2.4133,0.3709,0.2180
11,4.37,0,0.632,0.0717,-0.01,-0.033,-0.1520,3.0656,-9.5274,2.4683,0.3679,0.1778
12,4.46,0,0.633,0.0741,-0.01,-0.025,1.0643,2.8357,-9.6799,2.5080,0.3909,0.1933
13,4.56,0,0.633,0.0754,-0.00,-0.012,0.3041,3.2189,-9.3750,2.5691,0.3863,0.1886
14,4.66,0,0.633,0.0762,-0.00,-0.004,1.0643,2.5291,-10.8232,2.7096,0.4231,0.1964
15,4.75,0,0.633,0.0727,-0.01,0.040,0.0760,3.2955,-10.8232,2.8104,0.3709,0.1716
16,4.85,0,0.633,0.0719,-0.00,0.011,-0.1520,2.6058,-12.3476,2.9785,0.3127,0.0989
17,4.96,0,0.633,0.0693,-0.00,0.026,0.6082,1.3795,-13.4146,3.0365,0.3004,0.0541
18,5.05,0,0.633,0.0691,-0.00,0.005,0.1520,2.5291,-11.5091,3.0503,0.2882,0.1314
19,5.15,0,0.633,0.0690,-0.01,0.004,0.0000,3.5254,-12.2713,3.0747,0.3418,0.2396
20,5.25,0,0.633,0.0711,0.00,-0.020,0.6082,2.9123,-13.1098,3.1052,0.4062,0.2999
21,5.34,0,0.633,0.0685,0.00,0.028,0.9123,3.1422,-13.7195,3.1373,0.4215,0.3108
22,5.44,0,0.632,0.0687,-0.00,0.001,1.2924,2.8357,-13.7957,3.1297,0.4093,0.2814
23,5.53,0,0.632,0.0668,0.01,0.022,-0.3041,5.0582,-10.3659,3.1679,0.4001,0.3247
24,5.63,0,0.632,0.0655,-0.00,0.015,-0.1520,6.4378,-10.5945,3.1740,0.4445,0.3680
25,5.73,0,0.631,0.0649,0.00,0.006,2.3567,3.6021,-14.2530,3.2885,0.4951,0.3015
26,5.82,0,0.632,0.0643,-0.00,0.007,0.0760,3.4488,-14.1006,3.3664,0.5518,0.3015
27,5.92,0,0.631,0.0660,0.00,-0.018,0.6082,4.5984,-14.4817,3.5283,0.6361,0.3185
28,6.01,0,0.631,0.0674,-0.00,-0.014,1.5965,4.9050,-14.4055,3.6123,0.7112,0.2938
29,6.11,0,0.632,0.0682,-0.00,-0.008,0.5322,6.7443,-13.3384,3.7727,0.7787,0.2427
30,6.21,0,0.632,0.0690,-0.00,-0.008,1.6725,3.4488,-17.1494,3.9209,0.9044,0.1778
31,6.30,0,0.632,0.0696,0.00,-0.004,1.5205,4.2152,-17.0732,3.9942,0.9687,0.2829
32,6.40,0,0.632,0.0670,-0.00,0.027,2.3567,5.7480,-17.8354,4.1103,1.1189,0.4762
33,6.49,0,0.633,0.0701,-0.00,-0.030,2.8128,7.0509,-17.1494,4.2386,1.2094,0.5550
34,6.59,0,0.633,0.0694,-0.00,0.008,2.6608,6.2078,-17.6829,4.2951,1.1757,0.4205
35,6.69,0,0.633,0.0712,-0.01,-0.015,2.2047,5.3648,-18.3689,4.2004,1.1757,0.4051
36,6.78,0,0.632,0.0603,0.01,0.114,2.1286,5.2882,-16.5396,3.7788,1.1205,0.3077
37,6.88,0,0.621,0.0201,0.11,0.422,2.8889,4.4451,-16.8445,3.4352,1.0408,0.3912
38,6.97,0,0.600,-0.0255,0.22,0.476,1.2924,5.9779,-13.4146,3.0594,0.8553,0.2675
39,7.07,0,0.577,-0.0393,0.24,0.140,1.0643,5.7480,-10.6707,2.7341,0.6790,0.0850
40,7.17,0,0.551,-0.0141,0.28,-0.269,0.0760,5.3648,-10.9756,2.4973,0.5809,-0.2211
41,7.26,0,0.531,0.0126,0.24,-0.282,0.0000,6.7443,-10.5183,2.2697,0.4200,-0.5009
42,7.36,0,0.520,0.0202,0.16,-0.084,-0.8362,4.9050,-10.2896,2.1812,0.3081,-0.5751
43,7.45,0,0.513,0.0179,0.13,0.019,0.7602,2.3758,-11.5854,2.1216,0.2284,-0.5133
44,7.55,0,0.510,0.0144,0.09,0.033,-1.2924,1.6861,-7.5457,2.4454,0.1165,-0.6524
45,7.64,0,0.511,0.0103,0.07,0.038,-0.4561,-0.6131,-10.5945,2.4133,0.1839,-0.7328
46,7.76,0,0.520,0.0001,0.01,0.085,-1.0643,6.4378,-8.6128,1.9413,0.0797,-0.6231
47,7.85,0,0.532,-0.0054,-0.03,0.054,0.6842,2.9890,-8.9177,2.3018,0.1502,-0.3463
48,7.95,0,0.545,-0.0187,-0.06,0.128,-0.4561,4.0619,-7.0122,2.1399,0.1962,-0.2319
49,8.04,0,0.558,-0.0086,-0.06,-0.109,-0.6082,2.7590,-8.1555,2.1338,0.1625,-0.2984
50,8.14,0,0.565,-0.0248,0.01,0.157,0.1520,3.6021,-9.6037,2.1491,0.2054,-0.0278
51,8.24,0,0.553,-0.0289,0.18,0.032,-0.3041,5.2882,-10.5183,2.0467,0.1533,0.0603
52,8.33,0,0.525,-0.0472,0.35,0.180,0.0760,5.0582,-9.1463,2.2285,0.1947,0.2288
53,8.44,0,0.489,-0.0767,0.37,0.247,-0.0760,4.5218,-10.2134,2.2606,0.0659,0.0155
54,8.54,0,0.461,-0.0849,0.34,0.068,0.7602,2.0693,-12.4238,2.0803,0.1364,0.0665
55,8.64,0,0.447,-0.0988,0.22,0.126,0.3041,5.0582,-8.6890,2.1857,0.1303,0.0572
56,8.73,0,0.442,-0.1034,0.13,0.027,-0.6842,8.9669,-6.9360,2.1246,0.0935,0.1654
57,8.83,0,0.446,-0.1071,0.05,0.024,-1.8245,8.5837,-6.7073,2.2545,0.0904,0.1562
58,8.92,0,0.456,-0.1016,0.00,-0.081,0.9883,6.3611,-7.9268,2.0528,0.3449,0.5875
59,9.02,0,0.470,-0.0866,-0.02,-0.177,0.8362,-0.3066,-9.3750,2.2743,0.2544,0.4406
60,9.13,0,0.486,-0.0782,-0.01,-0.096,-0.7602,0.6898,-6.4024,2.1537,0.2590,0.5906
61,9.23,0,0.504,-0.0650,-0.05,-0.152,1.1403,3.6021,-6.7073,1.9841,0.2851,0.6463
62,9.32,0,0.522,-0.0570,-0.06,-0.099,-1.5965,-1.4562,-8.3841,2.2865,0.2223,0.3695
63,9.42,0,0.544,-0.0414,-0.10,-0.174,0.6082,0.4598,-9.3750,2.0498,0.4277,0.7112
64,9.51,0,0.563,-0.0247,-0.09,-0.190,0.9123,4.4451,-7.3933,1.9322,0.4430,0.8132
65,9.61,0,0.580,-0.0130,-0.08,-0.133,-0.3041,2.0693,-10.0610,2.3782,0.3679,0.4901
66,9.71,0,0.596,0.0081,-0.09,-0.229,2.5848,3.6021,-10.2134,2.2743,0.7174,1.0730
67,9.82,0,0.608,0.0273,-0.05,-0.180,2.3567,6.1312,-10.0610,2.2652,0.7174,1.1364
68,9.91,0,0.616,0.0433,-0.04,-0.167,1.4444,5.0582,-11.3567,2.3629,0.6545,1.0374
69,10.01,0,0.611,0.0543,0.09,-0.115,0.6082,5.3648,-11.2805,2.2896,0.6346,0.9663
70,10.11,0,0.581,0.0750,0.35,-0.210,0.6842,6.4378,-10.3659,2.1017,0.5319,0.9632
71,10.20,0,0.539,0.0746,0.47,0.013,1.8245,6.0546,-11.2043,2.2514,0.5395,1.0189
72,10.30,0,0.501,0.0782,0.44,-0.029,1.7485,5.5947,-10.9756,2.1644,0.4859,1.0065
73,10.39,0,0.475,0.0719,0.34,0.074,0.9123,6.9742,-11.4329,2.2193,0.4261,0.9787
74,10.49,0,0.461,0.0655,0.22,0.074,2.0526,6.9742,-10.5945,2.1292,0.4445,1.0792
75,10.59,0,0.454,0.0577,0.16,0.087,1.7485,3.9853,-8.6128,2.2453,0.3372,0.7730
76,10.68,0,0.453,0.0471,0.11,0.122,1.9006,1.3029,-8.3841,2.3278,0.4200,0.8550
77,10.78,0,0.458,0.0369,0.06,0.126,0.6842,-0.3832,-7.7744,2.0590,0.3004,0.5056
78,10.87,0,0.469,0.0231,0.02,0.152,1.2164,3.4488,-7.7744,1.7749,0.2422,0.4283
79,10.97,0,0.485,0.0134,-0.02,0.104,-0.6842,2.1459,-8.0793,1.6878,0.1533,-0.0309
80,11.07,0,0.504,0.0068,-0.06,0.071,-0.3041,-3.9086,-5.4878,1.7382,0.3617,0.3015
81,11.16,0,0.527,0.0070,-0.10,-0.004,0.1520,3.0656,-6.6311,1.5457,0.2115,0.4824
82,11.26,0,0.548,0.0039,-0.08,0.035,1.8245,1.9160,-6.3262,1.8436,0.3633,0.7344
83,11.35,0,0.568,0.0025,-0.09,0.003,0.2281,-0.2299,-6.6311,1.8864,0.1380,0.7205
84,11.45,0,0.584,0.0324,-0.06,-0.318,2.1286,4.4451,-8.9939,1.6404,0.3709,1.1333
85,11.54,0,0.577,0.0746,0.15,-0.453,0.1520,5.1349,-7.9268,1.6909,0.3924,1.0823
86,11.64,0,0.552,0.0759,0.33,-0.011,-0.5322,3.5254,-7.3171,1.8512,0.3127,0.8643
87,11.74,0,0.511,0.0762,0.51,0.014,1.2924,4.0619,-8.2317,1.8848,0.3357,0.8071
88,11.83,0,0.479,0.0753,0.43,0.028,-0.4561,6.0546,-8.2317,1.5687,0.2023,0.3757
89,11.94,0,0.461,0.0714,0.26,0.054,1.2924,2.3758,-7.3933,1.7535,0.4031,0.7545
90,12.04,0,0.454,0.0717,0.19,0.013,0.2281,1.7627,-6.7073,1.9750,0.2544,0.5427
91,12.14,0,0.455,0.0530,0.12,0.204,1.6725,1.8394,-6.7835,1.7275,0.3204,0.8117
92,12.23,0,0.464,0.0614,0.05,-0.066,0.6082,0.8430,-8.6128,1.9169,0.3924,0.6246
93,12.33,0,0.479,0.0695,-0.00,-0.069,0.6082,0.9197,-8.6128,1.9230,0.4491,0.7777
94,12.42,0,0.499,0.0596,-0.04,0.120,-1.5205,0.8430,-10.5945,2.1674,0.2422,0.3355
95,12.52,0,0.522,0.0661,-0.08,-0.049,0.4561,3.6021,-8.0793,1.9062,0.4844,0.6138
96,12.63,0,0.547,0.0771,-0.08,-0.083,0.6842,3.3722,-8.0030,1.7993,0.5564,0.8364
97,12.73,0,0.570,0.0866,-0.10,-0.088,-0.8362,2.2992,-7.8506,2.0009,0.4139,0.5349
98,12.82,0,0.581,0.0882,0.00,0.003,0.9883,4.3685,-7.6982,1.8451,0.4200,0.7390
99,12.92,0,0.566,0.0883,0.26,0.018,0.3041,3.3722,-8.3841,1.7825,0.3679,0.5489
100,13.02,0,0.537,0.0884,0.40,0.017,1.0643,6.7443,-7.8506,1.7260,0.4660,0.8256
101,13.11,0,0.506,0.0880,0.41,0.027,0.6842,6.8210,-8.8415,1.5916,0.3280,0.5071
102,13.21,0,0.486,0.0898,0.29,-0.002,2.8128,3.3722,-8.3079,1.9001,0.5426,0.8442
103,13.32,0,0.477,0.0882,0.20,0.037,-0.1520,5.7480,-5.7165,1.8085,0.3066,0.4762
104,13.42,0,0.476,0.0890,0.13,0.018,-0.2281,1.6094,-7.5457,1.5198,0.3234,0.2968
105,13.51,0,0.479,0.0880,0.11,0.022,1.8245,-2.4525,-4.6494,2.0483,0.4966,0.5674
106,13.61,0,0.488,0.0861,0.06,0.037,1.7485,-2.1459,-9.0701,1.6313,0.4139,0.4066
107,13.70,0,0.506,0.0842,-0.02,0.044,2.1286,-0.9963,-9.1463,1.4572,0.3679,0.5921
108,13.80,0,0.525,0.0827,-0.02,0.031,1.5965,-0.5365,-6.1738,1.8558,0.1380,0.5659
109,13.89,0,0.547,0.0789,-0.06,0.066,-1.3684,3.6021,-5.1067,1.5137,-0.1058,0.1500
110,14.01,0,0.572,0.0697,-0.07,0.097,-0.8362,2.2226,-7.3933,1.7886,0.1471,0.2381
111,14.10,0,0.594,0.0472,-0.10,0.252,-0.3041,2.9123,-7.3171,1.8925,0.0368,0.1948
112,14.20,0,0.611,0.0269,-0.07,0.225,3.7251,3.2955,-8.5366,2.0223,0.5395,0.7622
113,14.29,0,0.618,0.0359,0.03,-0.087,0.3041,5.9013,-8.5366,1.7856,0.1594,0.3231
114,14.39,0,0.593,0.0061,0.35,0.320,-0.5322,4.8283,-8.4604,1.9979,0.1303,0.4515
115,14.49,0,0.551,-0.0359,0.52,0.447,0.7602,6.6677,-8.6890,1.7825,0.1717,0.3015
116,14.58,0,0.522,-0.0448,0.37,0.105,0.9123,6.9742,-8.6128,1.7077,0.2882,0.3741
117,14.69,0,0.506,-0.0689,0.23,0.233,-0.3801,3.6787,-7.5457,2.2056,0.1517,0.2891
118,14.79,0,0.500,-0.0865,0.17,0.198,0.6842,5.5947,-7.5457,1.8482,0.2223,0.2907
119,14.89,0,0.501,-0.0946,0.10,0.101,-1.6725,5.0582,-5.7165,1.8146,0.0490,-0.0309
120,14.98,0,0.505,-0.1081,0.08,0.156,1.6725,-0.4598,-7.6982,2.4042,0.1410,0.1515
121,15.08,0,0.516,-0.1153,0.02,0.085,-0.2281,2.3758,-9.8323,1.8115,0.1165,-0.0665
122,15.17,0,0.533,-0.0937,-0.04,-0.213,0.6842,4.7517,-7.3933,1.8054,0.4139,0.2752
123,15.27,0,0.552,-0.0653,-0.08,-0.294,0.7602,2.2226,-7.8506,2.0116,0.4445,0.2195
124,15.36,0,0.572,-0.0425,-0.10,-0.222,-0.7602,1.8394,-7.3933,2.0009,0.3786,0.1067
125,15.46,0,0.589,-0.0202,-0.07,-0.212,0.0000,4.9050,-7.9268,1.8085,0.3709,0.3896
126,15.56,0,0.598,-0.0084,-0.00,-0.106,2.0526,7.8173,-9.1463,2.0147,0.5779,0.8627
127,15.65,0,0.587,0.0188,0.18,-0.257,2.6608,9.8866,-8.6890,1.5916,0.5993,0.9431
128,15.75,0,0.562,0.0446,0.33,-0.243,1.5205,8.2005,-8.3079,1.9627,0.5058,0.7514
129,15.84,0,0.529,0.0613,0.41,-0.145,0.9883,3.6787,-10.1372,2.0834,0.3556,0.3711
130,15.94,0,0.505,0.0756,0.34,-0.119,0.9883,8.6603,-8.7652,1.6924,0.2882,0.5071
131,16.04,0,0.494,0.0790,0.22,-0.001,1.5965,7.6640,-8.6128,1.7626,0.2943,0.7297
132,16.13,0,0.489,0.0772,0.16,0.047,0.9883,2.9890,-9.0701,2.2514,0.2805,0.7127
133,16.23,0,0.490,0.0678,0.12,0.128,1.2924,3.2189,-11.7378,2.0223,0.2223,0.5566
134,16.32,0,0.497,0.0547,0.07,0.161,-1.6725,4.1386,-8.2317,2.0865,0.0245,0.5659
135,16.42,0,0.507,0.0395,0.04,0.189,-0.3801,-1.2262,-10.2134,2.4133,0.2575,0.9045
136,16.52,0,0.520,0.0259,0.01,0.169,-1.7485,2.7590,-10.2896,2.1139,0.2223,0.6957
137,16.61,0,0.540,0.0117,-0.04,0.174,0.6842,3.2955,-10.1372,2.0803,0.3035,0.9910
138,16.71,0,0.550,0.0225,0.03,-0.096,-2.4327,1.5328,-9.3750,2.3690,-0.0291,0.4391
139,16.80,0,0.543,0.0453,0.20,-0.218,-0.3041,2.4525,-8.6890,2.0788,0.0920,0.7251
140,16.90,0,0.514,-0.0062,0.43,0.569,-1.5205,2.7590,-10.6707,2.1918,-0.1226,0.5628
141,17.00,0,0.481,0.0574,0.48,-0.639,-1.2924,3.2189,-8.4604,2.0758,-0.0276,0.5751
142,17.09,0,0.462,0.1175,0.35,-0.608,-0.7602,1.2262,-7.3171,2.0223,0.0766,0.5581
143,17.19,0,0.456,0.1595,0.22,-0.410,-0.5322,-0.7664,-8.0793,1.9902,0.0874,0.5782
144,17.28,0,0.457,0.1879,0.16,-0.273,1.5965,-0.6898,-8.0793,2.0269,0.1533,0.8411
145,17.38,0,0.466,0.1995,0.09,-0.098,-1.7485,-3.0656,-5.5640,2.0788,-0.1977,0.5798
146,17.49,0,0.483,0.2063,0.04,-0.036,4.1052,-9.0435,-4.9543,2.3935,0.6882,1.5538
147,17.59,0,0.506,0.2067,-0.03,0.034,-4.6374,0.6131,-6.0976,1.4999,-0.2590,0.0510
148,17.68,0,0.531,0.2029,-0.05,0.094,4.3333,-5.4414,-8.5366,2.0147,0.5549,1.3281
149,17.78,0,0.561,0.2048,-0.11,0.023,-2.4327,-5.9779,-7.8506,2.5141,-0.1119,0.4437
150,17.87,0,0.590,0.2013,-0.12,0.096,1.9766,-3.4488,-7.8506,1.7275,0.4690,1.0498
151,17.97,0,0.623,0.1904,-0.18,0.180,-2.5848,-3.4488,-8.0030,2.0651,0.2652,0.7251
152,18.07,0,0.648,0.1787,-0.12,0.176,1.5965,-3.6787,-7.8506,2.0635,0.5671,1.0606
153,18.16,0,0.672,0.1573,-0.14,0.292,-1.5205,1.8394,-6.5549,1.8894,0.3433,0.6061
154,18.26,0,0.689,0.1585,-0.10,0.062,0.0760,1.3029,-7.4695,1.7138,0.4767,0.8395
155,18.37,0,0.694,0.1104,0.02,0.508,1.2924,-1.9926,-7.9268,2.2621,0.4874,1.0668
156,18.47,0,0.657,0.1536,0.44,-0.371,-0.5322,3.4488,-8.0030,1.8130,0.2269,0.4978
157,18.56,0,0.609,0.2332,0.55,-0.755,0.6842,0.6898,-6.7073,1.7535,0.2698,0.7560
158,18.66,0,0.575,0.3010,0.42,-0.644,0.3041,-2.0693,-8.2317,2.0956,0.3050,0.9307
159,18.75,0,0.551,0.3391,0.32,-0.337,0.1520,1.2262,-6.7835,1.7229,0.2958,0.8859
160,18.85,0,0.538,0.3642,0.22,-0.200,0.6842,-2.7590,-6.0976,1.5946,0.2912,0.8395
161,18.94,0,0.530,0.3760,0.20,-0.056,1.3684,-7.1275,-2.6677,2.2667,0.3433,1.0884
162,19.04,0,0.527,0.3835,0.14,0.004,-0.1520,-9.9632,-7.6220,1.7749,0.2544,0.5550
163,19.14,0,0.537,0.3714,0.02,0.228,-0.1520,-1.3029,-1.9817,1.3411,0.1962,0.6880
164,19.23,0,0.549,0.3632,-0.00,0.194,2.0526,-7.2808,-6.0213,1.8161,0.2223,1.0699
165,19.33,0,0.565,0.3705,-0.04,0.038,1.2164,-7.2042,-5.4116,1.8818,0.1471,0.8797
166,19.42,0,0.586,0.4475,-0.12,-0.662,0.2281,-4.2918,-4.6494,1.5641,0.0858,0.4901
167,19.52,0,0.594,0.5271,0.01,-0.680,-0.2281,-6.1312,-5.1829,1.7199,0.0812,0.5226
168,19.62,0,0.592,0.5665,0.10,-0.238,-0.6842,-1.2262,-2.3628,1.5793,-0.0690,0.3726
169,19.71,0,0.584,0.5091,0.16,0.834,2.9649,-0.9197,-4.9543,1.5030,0.3096,0.7900
170,19.81,0,0.572,0.5231,0.19,0.132,-1.2164,-4.2152,-3.6585,1.8833,-0.0153,0.2706
171,19.90,0,0.569,0.5122,0.11,0.417,1.5965,-6.2845,-6.0213,1.8772,0.0966,0.3726
172,20.00,0,0.571,0.4948,0.06,0.498,1.9006,-2.5291,-5.5640,1.6313,0.1671,0.3541
173,20.10,0,0.574,0.4424,0.04,0.904,-0.3801,-1.9160,-7.0884,1.9551,0.2115,0.3185
174,20.19,0,0.584,0.3949,-0.02,0.874,0.5322,-2.6058,-5.4116,1.8772,0.3955,0.6772
175,20.30,0,0.595,0.3559,-0.02,0.740,1.7485,-2.2992,-5.7165,1.9933,0.4997,0.5566
176,20.40,0,0.604,0.3073,-0.03,0.898,-1.6725,-0.6898,-8.9939,1.7840,0.1793,0.0417
177,20.50,0,0.612,0.2696,-0.03,0.790,-1.2164,-1.0730,-5.7165,1.6603,0.4721,0.4654
178,20.59,0,0.600,0.2394,0.18,0.705,0.0760,-1.4562,-7.8506,1.8253,0.4093,0.3525
179,20.69,0,0.570,0.2637,0.35,0.135,-1.6725,4.0619,-4.6494,1.6954,0.1196,-0.0788
180,20.78,0,0.539,0.2699,0.37,0.332,2.1286,-0.4598,-6.8598,1.7031,0.4414,0.4159
181,20.88,0,0.516,0.2455,0.30,0.643,-2.5848,-2.2992,-5.9451,1.9551,0.0169,-0.1036
182,20.99,0,0.502,0.2468,0.20,0.350,3.2690,-1.9160,-5.8689,1.6099,0.3495,0.5195
183,21.09,0,0.495,0.2036,0.18,0.791,-1.1403,0.1533,-7.0884,1.8940,0.1196,-0.2087
184,21.18,0,0.493,0.1368,0.13,1.038,-0.7602,-1.3029,-5.7927,1.7290,0.2514,-0.2211
185,21.28,0,0.495,0.0862,0.12,0.879,2.6608,-0.9197,-5.1829,1.7413,0.4920,0.3200
186,21.37,0,0.503,0.0540,0.07,0.681,2.8128,-3.7554,-5.0305,1.6802,0.6239,0.3772
187,21.47,0,0.517,0.1028,0.01,-0.172,1.3684,-3.8320,-4.8018,1.7061,0.5564,0.2505
188,21.57,0,0.522,0.1109,0.09,0.245,-0.3041,-1.7627,-4.8780,1.5946,0.4246,0.0201
189,21.68,0,0.520,0.0719,0.15,0.705,-2.6608,-3.6021,-4.7256,1.8146,0.2698,-0.3077
190,21.77,0,0.518,0.0907,0.16,0.151,-0.7602,-3.0656,-5.7927,1.6618,0.1318,-0.4437
191,21.87,0,0.517,0.0735,0.16,0.524,1.5965,-2.1459,-1.1433,1.7199,0.6790,0.2474
192,21.97,0,0.522,0.0584,0.11,0.508,-1.8245,-5.2115,-5.4878,1.8879,0.3786,-0.5349
193,22.06,0,0.532,0.0463,0.05,0.479,-1.6725,0.1533,-5.2591,1.7321,0.2422,-0.7529
194,22.16,0,0.547,0.0305,0.01,0.515,1.7485,-3.0656,-7.0884,1.8451,0.5089,-0.2814
195,22.25,0,0.564,0.0212,-0.02,0.443,-1.1403,-4.5218,-6.6311,1.8879,0.4859,-0.5102
196,22.37,0,0.583,-0.0734,-0.02,1.190,-0.3041,-0.3832,-5.7165,1.6496,0.5273,-0.5334
